Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Vap Pres (mBars),qc,Air Temp (F),qc,Rel Hum (%),qc,Dew Point (F),qc,Wind Speed (mph),qc,Wind Dir (0-360),qc,Soil Temp (F),qc
205,Coalinga,San Joaquin Valley,5/3/2020,0900,124,0.02, ,0.00, ,1239, ,12.6, ,64.7, ,60, ,50.6, ,4.5, ,152, ,73.2,Y
205,Coalinga,San Joaquin Valley,5/3/2020,1000,124,0.02, ,0.00, ,1589, ,12.2, ,67.3, ,53, ,49.8, ,4.5, ,180, ,73.0,Y
205,Coalinga,San Joaquin Valley,5/3/2020,1100,124,0.02, ,0.00, ,1846, ,12.1, ,70.6, ,47, ,49.5, ,4.0, ,141, ,72.8,Y
205,Coalinga,San Joaquin Valley,5/3/2020,1200,124,0.03, ,0.00, ,1989, ,12.4, ,73.8, ,43, ,50.2, ,5.2, ,110, ,72.7, 
205,Coalinga,San Joaquin Valley,5/3/2020,1300,124,0.03, ,0.00, ,1999, ,12.6, ,76.0, ,41, ,50.7, ,6.6, ,72, ,72.8, 
205,Coalinga,San Joaquin Valley,5/3/2020,1400,124,0.03, ,0.00, ,1896, ,12.5, ,77.4, ,39, ,50.5, ,8.7, ,64, ,72.9, 
205,Coalinga,San Joaquin Valley,5/3/2020,1500,124,0.03, ,0.00, ,1666, ,12.1, ,78.4, ,37, ,49.6, ,8.6, ,61, ,73.2, 
205,Coalinga,San Joaquin Valley,5/3/2020,1600,124,0.02, ,0.00, ,1322, ,12.1, ,79.1, ,36, ,49.6, ,8.8, ,32, ,73.7, 
205,Coalinga,San Joaquin Valley,5/3/2020,1700,124,0.02, ,0.00, ,923, ,11.8, ,78.8, ,35, ,48.8, ,10.2, ,18, ,74.1, 
205,Coalinga,San Joaquin Valley,5/3/2020,1800,124,0.01, ,0.00, ,461, ,10.7, ,77.1, ,33, ,46.2, ,11.3, ,13, ,74.6, 
205,Coalinga,San Joaquin Valley,5/3/2020,1900,124,0.01, ,0.00, ,96, ,8.9, ,74.3, ,31, ,41.5, ,11.3, ,3, ,75.1, 
205,Coalinga,San Joaquin Valley,5/3/2020,2000,124,0.00, ,0.00, ,0, ,8.1, ,71.3, ,31, ,39.0, ,4.1, ,340, ,75.5, 
205,Coalinga,San Joaquin Valley,5/4/2020,0500,125,0.00, ,0.00, ,0, ,5.6, ,52.3, ,42, ,29.8, ,5.5, ,314, ,74.3, 
205,Coalinga,San Joaquin Valley,5/4/2020,0600,125,0.00, ,0.00, ,110, ,5.5, ,52.9, ,40, ,29.5, ,5.2, ,303, ,74.0, 
205,Coalinga,San Joaquin Valley,5/4/2020,0700,125,0.01, ,0.00, ,450, ,6.0, ,58.7, ,36, ,31.6, ,4.8, ,272, ,73.6, 
205,Coalinga,San Joaquin Valley,5/4/2020,0800,125,0.01, ,0.00, ,886, ,7.5, ,63.4, ,38, ,37.2, ,3.3, ,145, ,73.2, 
205,Coalinga,San Joaquin Valley,5/4/2020,0900,125,0.02, ,0.00, ,1301, ,6.9, ,68.0, ,29, ,34.9, ,4.4, ,110, ,72.8, 
205,Coalinga,San Joaquin Valley,5/4/2020,1000,125,0.02, ,0.00, ,1654, ,6.3, ,72.1, ,23, ,32.8, ,5.9, ,141, ,72.5, 
205,Coalinga,San Joaquin Valley,5/4/2020,1100,125,0.03, ,0.00, ,1902, ,6.7, ,75.6, ,22, ,34.2, ,8.7, ,155, ,72.3, 
205,Coalinga,San Joaquin Valley,5/4/2020,1200,125,0.03, ,0.00, ,2042, ,5.4, ,80.3, ,15, ,28.9, ,7.8, ,75, ,72.2, 
205,Coalinga,San Joaquin Valley,5/4/2020,1300,125,0.04, ,0.00, ,2057, ,4.9, ,82.1, ,13, ,26.7, ,12.1, ,48, ,72.2, 
205,Coalinga,San Joaquin Valley,5/4/2020,1400,125,0.03, ,0.00, ,1958, ,4.2, ,83.1, ,11, ,23.0, ,11.9, ,40, ,72.4, 
205,Coalinga,San Joaquin Valley,5/4/2020,1500,125,0.03, ,0.00, ,1733, ,3.8, ,83.7, ,10, ,20.8, ,12.3, ,34, ,72.8, 
205,Coalinga,San Joaquin Valley,5/4/2020,1600,125,0.03, ,0.00, ,1394, ,4.2, ,83.5, ,11, ,22.8, ,11.9, ,29, ,73.2, 
205,Coalinga,San Joaquin Valley,5/4/2020,1700,125,0.02, ,0.00, ,963, ,4.6, ,82.9, ,12, ,25.1, ,11.2, ,23, ,73.7, 
205,Coalinga,San Joaquin Valley,5/4/2020,1800,125,0.01, ,0.00, ,489, ,4.1, ,80.9, ,11, ,22.1, ,10.8, ,21, ,74.3, 
205,Coalinga,San Joaquin Valley,5/4/2020,1900,125,0.01, ,0.00, ,103, ,4.6, ,77.4, ,14, ,24.9, ,7.8, ,24, ,74.8, 
205,Coalinga,San Joaquin Valley,5/4/2020,2000,125,0.00, ,0.00, ,0, ,5.0, ,71.7, ,19, ,27.3, ,3.2, ,56, ,75.2, 
205,Coalinga,San Joaquin Valley,5/5/2020,0500,126,0.00, ,0.00, ,0, ,4.2, ,56.8, ,26, ,22.7, ,5.3, ,283, ,74.2, 
205,Coalinga,San Joaquin Valley,5/5/2020,0600,126,0.00, ,0.00, ,113, ,4.1, ,57.0, ,26, ,22.3, ,5.3, ,289, ,73.8, 
205,Coalinga,San Joaquin Valley,5/5/2020,0700,126,0.01, ,0.00, ,466, ,4.4, ,62.9, ,22, ,23.8, ,3.5, ,308, ,73.4, 
205,Coalinga,San Joaquin Valley,5/5/2020,0800,126,0.01, ,0.00, ,900, ,5.7, ,67.3, ,25, ,30.3, ,3.1, ,115, ,73.0, 
205,Coalinga,San Joaquin Valley,5/5/2020,0900,126,0.02, ,0.00, ,1304, ,5.9, ,72.3, ,22, ,31.0, ,3.3, ,136, ,72.7, 
205,Coalinga,San Joaquin Valley,5/5/2020,1000,126,0.02, ,0.00, ,1654, ,6.7, ,77.4, ,21, ,34.4, ,4.1, ,102, ,72.4, 
205,Coalinga,San Joaquin Valley,5/5/2020,1100,126,0.03, ,0.00, ,1916, ,6.5, ,81.1, ,18, ,33.5, ,8.7, ,74, ,72.2, 
205,Coalinga,San Joaquin Valley,5/5/2020,1200,126,0.04, ,0.00, ,2053, ,5.3, ,84.1, ,13, ,28.6, ,11.4, ,45, ,72.1, 
205,Coalinga,San Joaquin Valley,5/5/2020,1300,126,0.04, ,0.00, ,2069, ,5.1, ,85.1, ,12, ,27.5, ,11.1, ,41, ,72.2, 
205,Coalinga,San Joaquin Valley,5/5/2020,1400,126,0.03, ,0.00, ,1962, ,5.3, ,86.2, ,12, ,28.6, ,10.4, ,34, ,72.5, 
205,Coalinga,San Joaquin Valley,5/5/2020,1500,126,0.03, ,0.00, ,1733, ,5.6, ,86.5, ,13, ,30.0, ,10.7, ,36, ,72.9, 
205,Coalinga,San Joaquin Valley,5/5/2020,1600,126,0.03, ,0.00, ,1391, ,5.7, ,86.7, ,13, ,30.5, ,11.2, ,37, ,73.4, 
205,Coalinga,San Joaquin Valley,5/5/2020,1700,126,0.02, ,0.00, ,969, ,5.7, ,85.6, ,14, ,30.1, ,12.0, ,33, ,74.0, 
205,Coalinga,San Joaquin Valley,5/5/2020,1800,126,0.02, ,0.00, ,512, ,5.5, ,83.9, ,14, ,29.5, ,12.7, ,16, ,74.5, 
205,Coalinga,San Joaquin Valley,5/5/2020,1900,126,0.01, ,0.00, ,108, ,5.6, ,80.7, ,16, ,29.8, ,12.5, ,3, ,75.1, 
205,Coalinga,San Joaquin Valley,5/5/2020,2000,126,0.00, ,0.00, ,0, ,6.4, ,77.4, ,20, ,33.1, ,9.2, ,353, ,75.6, 
205,Coalinga,San Joaquin Valley,5/6/2020,0500,127,0.00, ,0.00, ,0, ,7.3, ,52.9, ,53, ,36.4, ,2.8, ,88, ,74.9, 
205,Coalinga,San Joaquin Valley,5/6/2020,0600,127,0.00, ,0.00, ,76, ,8.2, ,54.2, ,57, ,39.5, ,2.8, ,75, ,74.5, 
205,Coalinga,San Joaquin Valley,5/6/2020,0700,127,0.01, ,0.00, ,427, ,9.1, ,58.1, ,55, ,42.0, ,3.1, ,359, ,74.1, 
205,Coalinga,San Joaquin Valley,5/6/2020,0800,127,0.01, ,0.00, ,752, ,9.5, ,62.3, ,50, ,43.2, ,4.5, ,76, ,73.8, 
205,Coalinga,San Joaquin Valley,5/6/2020,0900,127,0.02, ,0.00, ,1173, ,8.4, ,66.3, ,38, ,39.9, ,4.6, ,117, ,73.4, 
205,Coalinga,San Joaquin Valley,5/6/2020,1000,127,0.02, ,0.00, ,1610, ,7.2, ,72.1, ,27, ,36.0, ,4.0, ,182, ,73.1, 
205,Coalinga,San Joaquin Valley,5/6/2020,1100,127,0.03, ,0.00, ,1836, ,6.9, ,76.3, ,22, ,35.1, ,4.8, ,41, ,72.9, 
205,Coalinga,San Joaquin Valley,5/6/2020,1200,127,0.03, ,0.00, ,1939, ,6.3, ,80.3, ,18, ,32.7, ,8.2, ,18, ,72.8, 
205,Coalinga,San Joaquin Valley,5/6/2020,1300,127,0.04, ,0.00, ,2030, ,5.5, ,83.3, ,14, ,29.5, ,11.8, ,15, ,72.8, 
205,Coalinga,San Joaquin Valley,5/6/2020,1400,127,0.04, ,0.00, ,2024, ,7.6, ,83.5, ,19, ,37.4, ,14.6, ,19, ,73.0, 
205,Coalinga,San Joaquin Valley,5/6/2020,1500,127,0.03, ,0.00, ,1699, ,7.4, ,83.9, ,19, ,36.8, ,14.4, ,22, ,73.3, 
205,Coalinga,San Joaquin Valley,5/6/2020,1600,127,0.03, ,0.00, ,1396, ,7.4, ,83.9, ,19, ,36.8, ,14.8, ,21, ,73.7, 
205,Coalinga,San Joaquin Valley,5/6/2020,1700,127,0.02, ,0.00, ,986, ,7.2, ,82.8, ,19, ,36.1, ,13.4, ,31, ,74.2, 
205,Coalinga,San Joaquin Valley,5/6/2020,1800,127,0.01, ,0.00, ,501, ,7.0, ,80.8, ,20, ,35.4, ,11.8, ,35, ,74.7, 
205,Coalinga,San Joaquin Valley,5/6/2020,1900,127,0.01, ,0.00, ,107, ,6.5, ,77.5, ,20, ,33.6, ,10.9, ,31, ,75.1, 
205,Coalinga,San Joaquin Valley,5/6/2020,2000,127,0.00, ,0.00, ,0, ,5.6, ,74.9, ,19, ,29.7, ,9.0, ,22, ,75.5, 
205,Coalinga,San Joaquin Valley,5/7/2020,0500,128,0.00, ,0.00, ,1, ,3.5, ,52.6, ,26, ,18.9, ,4.0, ,317, ,74.3, 
205,Coalinga,San Joaquin Valley,5/7/2020,0600,128,0.00, ,0.00, ,124, ,4.0, ,52.1, ,30, ,21.7, ,3.4, ,323, ,73.9, 
205,Coalinga,San Joaquin Valley,5/7/2020,0700,128,0.01, ,0.00, ,501, ,4.5, ,61.9, ,24, ,24.3, ,2.4, ,302, ,73.5, 
205,Coalinga,San Joaquin Valley,5/7/2020,0800,128,0.01, ,0.00, ,947, ,4.9, ,69.9, ,20, ,26.5, ,2.6, ,127, ,73.1, 
205,Coalinga,San Joaquin Valley,5/7/2020,0900,128,0.02, ,0.00, ,1355, ,5.8, ,72.6, ,21, ,30.7, ,4.6, ,139, ,72.7, 
205,Coalinga,San Joaquin Valley,5/7/2020,1000,128,0.02, ,0.00, ,1706, ,5.3, ,77.6, ,17, ,28.7, ,4.1, ,165, ,72.4, 
205,Coalinga,San Joaquin Valley,5/7/2020,1100,128,0.03, ,0.00, ,1929, ,5.7, ,81.8, ,15, ,30.2, ,4.3, ,151, ,72.2, 
205,Coalinga,San Joaquin Valley,5/7/2020,1200,128,0.03, ,0.00, ,2059, ,6.3, ,85.9, ,15, ,32.8, ,6.5, ,83, ,72.2, 
205,Coalinga,San Joaquin Valley,5/7/2020,1300,128,0.04, ,0.00, ,2069, ,6.5, ,88.2, ,14, ,33.4, ,9.5, ,48, ,72.3, 
205,Coalinga,San Joaquin Valley,5/7/2020,1400,128,0.04, ,0.00, ,1947, ,6.7, ,89.2, ,14, ,34.2, ,12.7, ,38, ,72.6, 
205,Coalinga,San Joaquin Valley,5/7/2020,1500,128,0.03, ,0.00, ,1662, ,6.6, ,90.2, ,14, ,33.9, ,12.6, ,36, ,72.9, 
205,Coalinga,San Joaquin Valley,5/7/2020,1600,128,0.03, ,0.00, ,1302, ,6.6, ,90.5, ,13, ,33.8, ,12.0, ,32, ,73.4, 
205,Coalinga,San Joaquin Valley,5/7/2020,1700,128,0.02, ,0.00, ,904, ,6.4, ,90.1, ,13, ,33.2, ,11.7, ,28, ,74.0, 
205,Coalinga,San Joaquin Valley,5/7/2020,1800,128,0.01, ,0.00, ,501, ,6.2, ,87.9, ,14, ,32.4, ,11.0, ,22, ,74.5, 
205,Coalinga,San Joaquin Valley,5/7/2020,1900,128,0.01, ,0.00, ,122, ,5.1, ,84.5, ,13, ,27.5, ,8.3, ,18, ,75.1, 
205,Coalinga,San Joaquin Valley,5/7/2020,2000,128,0.00, ,0.00, ,0, ,5.1, ,80.2, ,14, ,27.5, ,3.9, ,327, ,75.6, 
205,Coalinga,San Joaquin Valley,5/8/2020,0500,129,0.00, ,0.00, ,1, ,4.7, ,61.8, ,25, ,25.4, ,4.5, ,285, ,75.1, 
205,Coalinga,San Joaquin Valley,5/8/2020,0600,129,0.00, ,0.00, ,122, ,4.7, ,63.7, ,23, ,25.6, ,5.7, ,279, ,74.8, 
205,Coalinga,San Joaquin Valley,5/8/2020,0700,129,0.01, ,0.00, ,487, ,5.0, ,70.3, ,20, ,27.0, ,5.0, ,283, ,74.4, 
205,Coalinga,San Joaquin Valley,5/8/2020,0800,129,0.01, ,0.00, ,906, ,6.1, ,79.0, ,18, ,31.9, ,3.4, ,269, ,74.1, 
205,Coalinga,San Joaquin Valley,5/8/2020,0900,129,0.02, ,0.00, ,1330, ,6.8, ,83.7, ,17, ,34.6, ,3.1, ,153, ,73.8, 
205,Coalinga,San Joaquin Valley,5/8/2020,1000,129,0.03, ,0.00, ,1687, ,7.6, ,87.2, ,17, ,37.4, ,3.8, ,134, ,73.6, 
205,Coalinga,San Joaquin Valley,5/8/2020,1100,129,0.03, ,0.00, ,1879, ,8.1, ,88.9, ,17, ,39.1, ,5.2, ,123, ,73.5, 
205,Coalinga,San Joaquin Valley,5/8/2020,1200,129,0.03, ,0.00, ,2028, ,7.9, ,90.1, ,16, ,38.6, ,4.9, ,98, ,73.5, 
205,Coalinga,San Joaquin Valley,5/8/2020,1300,129,0.03, ,0.00, ,2026, ,8.4, ,92.0, ,16, ,40.1, ,5.8, ,94, ,73.7, 
205,Coalinga,San Joaquin Valley,5/8/2020,1400,129,0.03, ,0.00, ,1809, ,8.1, ,93.6, ,15, ,39.2, ,6.7, ,70, ,74.0, 
205,Coalinga,San Joaquin Valley,5/8/2020,1500,129,0.03, ,0.00, ,1656, ,8.4, ,94.7, ,15, ,40.0, ,6.3, ,81, ,74.4, 
205,Coalinga,San Joaquin Valley,5/8/2020,1600,129,0.02, ,0.00, ,1313, ,7.9, ,95.3, ,14, ,38.5, ,6.7, ,56, ,75.0, 
205,Coalinga,San Joaquin Valley,5/8/2020,1700,129,0.02, ,0.00, ,913, ,8.0, ,94.8, ,14, ,38.7, ,8.1, ,48, ,75.6, 
205,Coalinga,San Joaquin Valley,5/8/2020,1800,129,0.01, ,0.00, ,452, ,8.8, ,93.0, ,17, ,41.1, ,6.7, ,33, ,76.2, 
205,Coalinga,San Joaquin Valley,5/8/2020,1900,129,0.01, ,0.00, ,108, ,8.9, ,88.5, ,19, ,41.4, ,5.5, ,40, ,76.7, 
205,Coalinga,San Joaquin Valley,5/8/2020,2000,129,0.00, ,0.00, ,0, ,9.4, ,82.1, ,25, ,43.0, ,4.1, ,122, ,77.2, 
205,Coalinga,San Joaquin Valley,5/9/2020,0500,130,0.00,Y,0.00, ,0, ,7.2, ,67.4,Y,32,Y,36.2,Y,5.0, ,304, ,76.9,Y
205,Coalinga,San Joaquin Valley,5/9/2020,0600,130,0.00,Y,0.00, ,111, ,7.5, ,68.0,Y,32,Y,37.1,Y,5.3, ,288, ,76.6,Y
205,Coalinga,San Joaquin Valley,5/9/2020,0700,130,0.01,Y,0.00, ,485, ,7.9, ,74.4,Y,27,Y,38.4,Y,4.0, ,277, ,76.3,Y
205,Coalinga,San Joaquin Valley,5/9/2020,0800,130,0.01,Y,0.00, ,919, ,8.4, ,82.6,Y,22,Y,40.1,Y,2.9, ,191, ,76.0,Y
205,Coalinga,San Joaquin Valley,5/9/2020,0900,130,0.02,Y,0.00, ,1330, ,8.4, ,85.6,Y,20,Y,39.9,Y,4.0, ,131, ,75.7,Y
205,Coalinga,San Joaquin Valley,5/9/2020,1000,130,0.03,Y,0.00, ,1673, ,9.1, ,88.1,Y,20,Y,42.0,Y,4.7, ,121, ,75.5,Y
205,Coalinga,San Joaquin Valley,5/9/2020,1100,130,0.03,Y,0.00, ,1910, ,9.1, ,90.2,Y,19,Y,42.2,Y,5.0, ,93, ,75.4,Y
205,Coalinga,San Joaquin Valley,5/9/2020,1200,130,0.03, ,0.00, ,2040, ,8.9, ,92.1, ,17, ,41.6, ,5.7, ,79, ,75.4,Y
205,Coalinga,San Joaquin Valley,5/9/2020,1300,130,0.03, ,0.00, ,2038, ,8.5, ,94.0, ,16, ,40.2, ,6.5, ,77, ,75.6,Y
205,Coalinga,San Joaquin Valley,5/9/2020,1400,130,0.03, ,0.00, ,1904, ,8.8, ,95.4, ,15, ,41.2, ,6.4, ,95, ,75.9,Y
205,Coalinga,San Joaquin Valley,5/9/2020,1500,130,0.03, ,0.00, ,1673, ,8.5, ,96.2, ,15, ,40.3, ,5.1, ,123, ,76.4,Y
205,Coalinga,San Joaquin Valley,5/9/2020,1600,130,0.02, ,0.00, ,1342, ,8.4, ,96.4, ,14, ,40.0, ,6.6, ,147, ,76.9,Y
205,Coalinga,San Joaquin Valley,5/9/2020,1700,130,0.02, ,0.00, ,930, ,8.1, ,94.8, ,14, ,39.1, ,12.2, ,222, ,77.5,Y
205,Coalinga,San Joaquin Valley,5/9/2020,1800,130,0.02, ,0.00, ,491, ,7.6, ,91.9, ,15, ,37.4, ,11.3, ,236, ,78.1,Y
205,Coalinga,San Joaquin Valley,5/9/2020,1900,130,0.01, ,0.00, ,103, ,8.7, ,88.8, ,19, ,40.9, ,7.5, ,248, ,78.7,Y
205,Coalinga,San Joaquin Valley,5/9/2020,2000,130,0.00, ,0.00, ,0, ,9.4, ,84.1, ,24, ,43.0, ,4.6, ,279, ,79.1,Y
205,Coalinga,San Joaquin Valley,5/10/2020,0500,131,0.00, ,0.00, ,1, ,8.1, ,62.6, ,42, ,39.2, ,2.4, ,32, ,78.2,Y
205,Coalinga,San Joaquin Valley,5/10/2020,0600,131,0.00, ,0.00, ,105, ,8.1, ,64.1, ,40, ,39.0, ,2.9, ,341, ,77.9,Y
205,Coalinga,San Joaquin Valley,5/10/2020,0700,131,0.01, ,0.00, ,438, ,7.4, ,65.5, ,35, ,36.8, ,2.9, ,317, ,77.5,Y
205,Coalinga,San Joaquin Valley,5/10/2020,0800,131,0.01, ,0.00, ,952, ,8.3, ,72.0, ,31, ,39.8, ,2.5, ,227, ,77.2,Y
205,Coalinga,San Joaquin Valley,5/10/2020,0900,131,0.02, ,0.00, ,1369, ,9.9, ,77.4, ,31, ,44.2, ,3.3, ,122, ,76.9,Y
205,Coalinga,San Joaquin Valley,5/10/2020,1000,131,0.03, ,0.00, ,1712, ,8.2, ,82.9, ,21, ,39.5, ,4.2, ,143, ,76.6,Y
205,Coalinga,San Joaquin Valley,5/10/2020,1100,131,0.03, ,0.00, ,1941, ,6.1, ,86.6, ,14, ,32.0, ,8.0, ,215, ,76.4,Y
205,Coalinga,San Joaquin Valley,5/10/2020,1200,131,0.04, ,0.00, ,2090, ,4.9, ,88.9, ,11, ,26.6, ,9.8, ,225, ,76.3,Y
205,Coalinga,San Joaquin Valley,5/10/2020,1300,131,0.04, ,0.00, ,2112, ,4.4, ,89.9, ,9, ,24.3, ,10.2, ,227, ,76.4,Y
205,Coalinga,San Joaquin Valley,5/10/2020,1400,131,0.04, ,0.00, ,1987, ,4.5, ,91.0, ,9, ,24.4, ,10.2, ,223, ,76.6,Y
205,Coalinga,San Joaquin Valley,5/10/2020,1500,131,0.03, ,0.00, ,1745, ,5.4, ,90.8, ,11, ,29.2, ,11.4, ,234, ,76.9,Y
205,Coalinga,San Joaquin Valley,5/10/2020,1600,131,0.03, ,0.00, ,1396, ,7.1, ,89.9, ,15, ,35.6, ,12.6, ,223, ,77.3,Y
205,Coalinga,San Joaquin Valley,5/10/2020,1700,131,0.02, ,0.00, ,954, ,8.8, ,87.9, ,20, ,41.2, ,12.9, ,223, ,77.7,Y
205,Coalinga,San Joaquin Valley,5/10/2020,1800,131,0.01, ,0.00, ,491, ,8.5, ,85.4, ,20, ,40.4, ,11.3, ,233, ,78.2,Y
205,Coalinga,San Joaquin Valley,5/10/2020,1900,131,0.01, ,0.00, ,99, ,8.6, ,81.5, ,23, ,40.5, ,8.3, ,242, ,78.6,Y
205,Coalinga,San Joaquin Valley,5/10/2020,2000,131,0.00, ,0.00, ,0, ,8.5, ,76.7, ,27, ,40.5, ,4.8, ,249, ,78.9,Y
205,Coalinga,San Joaquin Valley,5/11/2020,0500,132,0.00, ,0.00, ,1, ,5.4, ,51.9, ,41, ,29.0, ,3.3, ,342, ,77.4,Y
