Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Vap Pres (mBars),qc,Air Temp (F),qc,Rel Hum (%),qc,Dew Point (F),qc,Wind Speed (mph),qc,Wind Dir (0-360),qc,Soil Temp (F),qc
194,Oakdale,San Joaquin Valley,5/3/2020,0800,124,0.01, ,0.00, ,861, ,17.6, ,61.6, ,94, ,59.9, ,7.4, ,310, ,60.8, 
194,Oakdale,San Joaquin Valley,5/3/2020,0900,124,0.02, ,0.00, ,1263, ,15.6, ,64.2, ,76, ,56.5, ,7.6, ,296, ,60.7, 
194,Oakdale,San Joaquin Valley,5/3/2020,1000,124,0.02, ,0.00, ,1617, ,15.9, ,65.5, ,74, ,57.1, ,7.8, ,302, ,60.6, 
194,Oakdale,San Joaquin Valley,5/3/2020,1100,124,0.02, ,0.00, ,1867, ,15.7, ,68.7, ,65, ,56.6, ,8.9, ,306, ,60.6, 
194,Oakdale,San Joaquin Valley,5/3/2020,1200,124,0.03, ,0.00, ,2005, ,14.4, ,69.9, ,58, ,54.2, ,8.5, ,321, ,60.5, 
194,Oakdale,San Joaquin Valley,5/3/2020,1300,124,0.03, ,0.00, ,2013, ,14.4, ,72.6, ,53, ,54.4, ,8.2, ,324, ,60.5, 
194,Oakdale,San Joaquin Valley,5/3/2020,1400,124,0.03, ,0.00, ,1902, ,12.2, ,73.4, ,44, ,49.9, ,8.3, ,318, ,60.5, 
194,Oakdale,San Joaquin Valley,5/3/2020,1500,124,0.02, ,0.00, ,1651, ,11.2, ,74.4, ,38, ,47.5, ,8.2, ,319, ,60.6, 
194,Oakdale,San Joaquin Valley,5/3/2020,1600,124,0.02, ,0.00, ,1307, ,11.0, ,74.7, ,37, ,47.0, ,7.8, ,317, ,60.7, 
194,Oakdale,San Joaquin Valley,5/3/2020,1700,124,0.01, ,0.00, ,895, ,9.6, ,73.3, ,34, ,43.4, ,7.3, ,325, ,60.7, 
194,Oakdale,San Joaquin Valley,5/3/2020,1800,124,0.01, ,0.00, ,456, ,10.4, ,70.9, ,40, ,45.6, ,6.8, ,332, ,60.8, 
194,Oakdale,San Joaquin Valley,5/3/2020,1900,124,0.00, ,0.00, ,111, ,11.8, ,67.6, ,51, ,48.8, ,6.5, ,304, ,60.9, 
194,Oakdale,San Joaquin Valley,5/3/2020,2000,124,0.00, ,0.00, ,1, ,10.9, ,61.7, ,58, ,46.8, ,5.4, ,296, ,60.9, 
194,Oakdale,San Joaquin Valley,5/4/2020,0500,125,0.00, ,0.00, ,0, ,12.0, ,49.3, ,100, ,49.3, ,2.8, ,355, ,60.3, 
194,Oakdale,San Joaquin Valley,5/4/2020,0600,125,0.00, ,0.00, ,109, ,12.7, ,50.9, ,100, ,50.9, ,4.1, ,348, ,60.2, 
194,Oakdale,San Joaquin Valley,5/4/2020,0700,125,0.00, ,0.00, ,458, ,14.7, ,56.7, ,94, ,55.0, ,4.1, ,333, ,60.1, 
194,Oakdale,San Joaquin Valley,5/4/2020,0800,125,0.01, ,0.00, ,889, ,15.6, ,63.3, ,79, ,56.6, ,6.0, ,327, ,59.9, 
194,Oakdale,San Joaquin Valley,5/4/2020,0900,125,0.02, ,0.00, ,1300, ,16.0, ,67.9, ,69, ,57.3, ,5.9, ,321, ,59.8, 
194,Oakdale,San Joaquin Valley,5/4/2020,1000,125,0.02, ,0.00, ,1645, ,18.0, ,73.0, ,65, ,60.5, ,5.9, ,311, ,59.7, 
194,Oakdale,San Joaquin Valley,5/4/2020,1100,125,0.03, ,0.00, ,1900, ,15.5, ,72.8, ,56, ,56.3, ,7.1, ,319, ,59.7, 
194,Oakdale,San Joaquin Valley,5/4/2020,1200,125,0.03, ,0.00, ,2038, ,13.4, ,74.6, ,46, ,52.4, ,8.8, ,318, ,59.6, 
194,Oakdale,San Joaquin Valley,5/4/2020,1300,125,0.03, ,0.00, ,2038, ,13.2, ,76.6, ,42, ,52.0, ,8.7, ,322, ,59.6, 
194,Oakdale,San Joaquin Valley,5/4/2020,1400,125,0.03, ,0.00, ,1912, ,12.9, ,79.0, ,38, ,51.3, ,8.2, ,321, ,59.7, 
194,Oakdale,San Joaquin Valley,5/4/2020,1500,125,0.03, ,0.00, ,1656, ,11.4, ,79.1, ,33, ,47.9, ,7.9, ,318, ,59.8, 
194,Oakdale,San Joaquin Valley,5/4/2020,1600,125,0.02, ,0.00, ,1265, ,10.8, ,78.6, ,32, ,46.7, ,7.9, ,328, ,59.8, 
194,Oakdale,San Joaquin Valley,5/4/2020,1700,125,0.01, ,0.00, ,811, ,11.2, ,77.7, ,34, ,47.5, ,6.9, ,319, ,60.0, 
194,Oakdale,San Joaquin Valley,5/4/2020,1800,125,0.01, ,0.00, ,433, ,12.6, ,74.9, ,43, ,50.7, ,4.6, ,314, ,60.1, 
194,Oakdale,San Joaquin Valley,5/4/2020,1900,125,0.00, ,0.00, ,110, ,13.8, ,70.6, ,54, ,53.1, ,3.7, ,302, ,60.2, 
194,Oakdale,San Joaquin Valley,5/4/2020,2000,125,0.00, ,0.00, ,1, ,13.6, ,65.6, ,63, ,52.7, ,3.6, ,316, ,60.2, 
194,Oakdale,San Joaquin Valley,5/5/2020,0500,126,0.00,R,0.00, ,0, ,15.7,R,54.9, ,100,R,54.9,R,1.6, ,188, ,60.0, 
194,Oakdale,San Joaquin Valley,5/5/2020,0600,126,0.00, ,0.00, ,113, ,14.1, ,52.7, ,100, ,52.7, ,2.0, ,38, ,59.8, 
194,Oakdale,San Joaquin Valley,5/5/2020,0700,126,0.00, ,0.00, ,465, ,17.5, ,62.2, ,92, ,59.7, ,2.2, ,40, ,59.7, 
194,Oakdale,San Joaquin Valley,5/5/2020,0800,126,0.01, ,0.00, ,899, ,15.8, ,69.5, ,64, ,56.9, ,4.9, ,6, ,59.6, 
194,Oakdale,San Joaquin Valley,5/5/2020,0900,126,0.02, ,0.00, ,1305, ,14.1, ,72.2, ,52, ,53.8, ,5.3, ,350, ,59.4, 
194,Oakdale,San Joaquin Valley,5/5/2020,1000,126,0.02, ,0.00, ,1654, ,11.7, ,71.6, ,44, ,48.6, ,5.8, ,321, ,59.3, 
194,Oakdale,San Joaquin Valley,5/5/2020,1100,126,0.03, ,0.00, ,1883, ,12.5, ,74.6, ,43, ,50.5, ,6.8, ,316, ,59.3, 
194,Oakdale,San Joaquin Valley,5/5/2020,1200,126,0.03, ,0.00, ,2022, ,13.0, ,77.4, ,41, ,51.6, ,7.1, ,311, ,59.2, 
194,Oakdale,San Joaquin Valley,5/5/2020,1300,126,0.03, ,0.00, ,2036, ,13.0, ,79.5, ,38, ,51.5, ,6.7, ,307, ,59.2, 
194,Oakdale,San Joaquin Valley,5/5/2020,1400,126,0.03, ,0.00, ,1877, ,11.4, ,80.3, ,32, ,48.0, ,7.3, ,328, ,59.3, 
194,Oakdale,San Joaquin Valley,5/5/2020,1500,126,0.03, ,0.00, ,1656, ,10.3, ,80.4, ,29, ,45.3, ,7.7, ,329, ,59.4, 
194,Oakdale,San Joaquin Valley,5/5/2020,1600,126,0.02, ,0.00, ,1297, ,11.1, ,80.3, ,32, ,47.4, ,7.3, ,329, ,59.5, 
194,Oakdale,San Joaquin Valley,5/5/2020,1700,126,0.02, ,0.00, ,865, ,12.8, ,79.0, ,38, ,51.1, ,8.6, ,312, ,59.6, 
194,Oakdale,San Joaquin Valley,5/5/2020,1800,126,0.01, ,0.00, ,408, ,13.2, ,75.8, ,43, ,52.0, ,8.7, ,302, ,59.7, 
194,Oakdale,San Joaquin Valley,5/5/2020,1900,126,0.00, ,0.00, ,59, ,12.6, ,71.7, ,48, ,50.8, ,8.0, ,299, ,59.9, 
194,Oakdale,San Joaquin Valley,5/5/2020,2000,126,0.00, ,0.00, ,1, ,15.8, ,70.0, ,63, ,56.8, ,7.3, ,309, ,60.0, 
194,Oakdale,San Joaquin Valley,5/6/2020,0500,127,0.00, ,0.00, ,0, ,13.2, ,52.0, ,100, ,52.0, ,3.5, ,354, ,60.2, 
194,Oakdale,San Joaquin Valley,5/6/2020,0600,127,0.00, ,0.00, ,96, ,13.0, ,51.5, ,100, ,51.5, ,3.1, ,333, ,60.1, 
194,Oakdale,San Joaquin Valley,5/6/2020,0700,127,0.00, ,0.00, ,379, ,16.3, ,57.5, ,100, ,57.5, ,4.7, ,348, ,60.0, 
194,Oakdale,San Joaquin Valley,5/6/2020,0800,127,0.01, ,0.00, ,864, ,18.9, ,64.4, ,92, ,61.9, ,8.1, ,329, ,60.0, 
194,Oakdale,San Joaquin Valley,5/6/2020,0900,127,0.02, ,0.00, ,1274, ,17.3, ,67.0, ,77, ,59.4, ,9.2, ,310, ,59.9, 
194,Oakdale,San Joaquin Valley,5/6/2020,1000,127,0.02, ,0.00, ,1649, ,19.6, ,72.1, ,73, ,62.9, ,10.8, ,317, ,59.8, 
194,Oakdale,San Joaquin Valley,5/6/2020,1100,127,0.03, ,0.00, ,1896, ,17.9, ,73.4, ,64, ,60.3, ,12.1, ,314, ,59.8, 
194,Oakdale,San Joaquin Valley,5/6/2020,1200,127,0.03, ,0.00, ,2036, ,14.8, ,74.8, ,50, ,55.1, ,11.9, ,316, ,59.8, 
194,Oakdale,San Joaquin Valley,5/6/2020,1300,127,0.03, ,0.00, ,2038, ,13.6, ,78.1, ,41, ,52.7, ,12.0, ,315, ,59.8, 
194,Oakdale,San Joaquin Valley,5/6/2020,1400,127,0.03, ,0.00, ,1906, ,12.4, ,80.3, ,35, ,50.2, ,11.6, ,318, ,59.8, 
194,Oakdale,San Joaquin Valley,5/6/2020,1500,127,0.03, ,0.00, ,1656, ,12.1, ,80.4, ,34, ,49.5, ,11.6, ,317, ,59.9, 
194,Oakdale,San Joaquin Valley,5/6/2020,1600,127,0.02, ,0.00, ,1305, ,11.0, ,80.1, ,31, ,47.1, ,11.6, ,319, ,60.0, 
194,Oakdale,San Joaquin Valley,5/6/2020,1700,127,0.02, ,0.00, ,903, ,8.9, ,79.1, ,26, ,41.5, ,11.0, ,318, ,60.2, 
194,Oakdale,San Joaquin Valley,5/6/2020,1800,127,0.01, ,0.00, ,468, ,8.2, ,77.1, ,26, ,39.4, ,8.8, ,316, ,60.3, 
194,Oakdale,San Joaquin Valley,5/6/2020,1900,127,0.00, ,0.00, ,113, ,11.5, ,71.6, ,43, ,48.2, ,4.4, ,311, ,60.4, 
194,Oakdale,San Joaquin Valley,5/6/2020,2000,127,0.00, ,0.00, ,1, ,13.0, ,68.1, ,55, ,51.5, ,4.1, ,309, ,60.6, 
194,Oakdale,San Joaquin Valley,5/7/2020,0500,128,0.00, ,0.00, ,1, ,14.6, ,54.1, ,100, ,54.1, ,2.1, ,268, ,60.7, 
194,Oakdale,San Joaquin Valley,5/7/2020,0600,128,0.00,R,0.00, ,110, ,17.2,R,57.5, ,100,R,57.5,R,1.6, ,62, ,60.6, 
194,Oakdale,San Joaquin Valley,5/7/2020,0700,128,0.00, ,0.00, ,458, ,16.8, ,61.4, ,91, ,58.6, ,2.2, ,355, ,60.5, 
194,Oakdale,San Joaquin Valley,5/7/2020,0800,128,0.01, ,0.00, ,871, ,16.1, ,69.4, ,66, ,57.4, ,4.3, ,328, ,60.4, 
194,Oakdale,San Joaquin Valley,5/7/2020,0900,128,0.02, ,0.00, ,1289, ,13.8, ,71.9, ,52, ,53.1, ,4.7, ,314, ,60.2, 
194,Oakdale,San Joaquin Valley,5/7/2020,1000,128,0.02, ,0.00, ,1597, ,13.1, ,72.6, ,48, ,51.8, ,3.7, ,307, ,60.1, 
194,Oakdale,San Joaquin Valley,5/7/2020,1100,128,0.03, ,0.00, ,1861, ,12.9, ,74.9, ,44, ,51.4, ,4.1, ,304, ,60.0, 
194,Oakdale,San Joaquin Valley,5/7/2020,1200,128,0.03, ,0.00, ,1987, ,13.8, ,78.3, ,42, ,53.2, ,3.0, ,282, ,60.0, 
194,Oakdale,San Joaquin Valley,5/7/2020,1300,128,0.03, ,0.00, ,2007, ,14.4, ,80.5, ,40, ,54.2, ,3.4, ,283, ,60.0, 
194,Oakdale,San Joaquin Valley,5/7/2020,1400,128,0.03, ,0.00, ,1840, ,15.6, ,82.5, ,41, ,56.5, ,4.1, ,295, ,60.0, 
194,Oakdale,San Joaquin Valley,5/7/2020,1500,128,0.02, ,0.00, ,1637, ,16.5, ,83.7, ,42, ,58.0, ,5.5, ,311, ,60.1, 
194,Oakdale,San Joaquin Valley,5/7/2020,1600,128,0.02, ,0.00, ,1276, ,15.8, ,83.8, ,40, ,56.9, ,5.3, ,328, ,60.2, 
194,Oakdale,San Joaquin Valley,5/7/2020,1700,128,0.01, ,0.00, ,874, ,15.8, ,83.5, ,40, ,56.8, ,4.5, ,319, ,60.3, 
194,Oakdale,San Joaquin Valley,5/7/2020,1800,128,0.01, ,0.00, ,474, ,17.0, ,81.3, ,46, ,58.9, ,3.0, ,322, ,60.4, 
194,Oakdale,San Joaquin Valley,5/7/2020,1900,128,0.00, ,0.00, ,118, ,16.6, ,78.5, ,50, ,58.2, ,2.7, ,301, ,60.6, 
194,Oakdale,San Joaquin Valley,5/7/2020,2000,128,0.00, ,0.00, ,2, ,17.2, ,71.6, ,65, ,59.2, ,2.3, ,237, ,60.7, 
194,Oakdale,San Joaquin Valley,5/8/2020,0500,129,0.00, ,0.00, ,1, ,16.8, ,58.6, ,100, ,58.6, ,2.7, ,74, ,60.7, 
194,Oakdale,San Joaquin Valley,5/8/2020,0600,129,0.00, ,0.00, ,112, ,15.9, ,57.0, ,100, ,57.0, ,1.9, ,174, ,60.7, 
194,Oakdale,San Joaquin Valley,5/8/2020,0700,129,0.00, ,0.00, ,462, ,20.6, ,64.9, ,98, ,64.3, ,1.3, ,83, ,60.6, 
194,Oakdale,San Joaquin Valley,5/8/2020,0800,129,0.01, ,0.00, ,878, ,22.2, ,70.8, ,86, ,66.5, ,2.2, ,103, ,60.5, 
194,Oakdale,San Joaquin Valley,5/8/2020,0900,129,0.02, ,0.00, ,1275, ,20.1, ,75.7, ,66, ,63.7, ,1.8, ,86, ,60.4, 
194,Oakdale,San Joaquin Valley,5/8/2020,1000,129,0.02, ,0.00, ,1604, ,20.2, ,79.2, ,59, ,63.8, ,1.8, ,199, ,60.4, 
194,Oakdale,San Joaquin Valley,5/8/2020,1100,129,0.03, ,0.00, ,1848, ,21.3, ,81.7, ,58, ,65.2, ,2.6, ,258, ,60.3, 
194,Oakdale,San Joaquin Valley,5/8/2020,1200,129,0.03, ,0.00, ,1939, ,21.7, ,83.9, ,55, ,65.8, ,3.6, ,305, ,60.3, 
194,Oakdale,San Joaquin Valley,5/8/2020,1300,129,0.03, ,0.00, ,1953, ,21.9, ,86.3, ,51, ,66.1, ,3.9, ,314, ,60.4, 
194,Oakdale,San Joaquin Valley,5/8/2020,1400,129,0.03, ,0.00, ,1838, ,20.5, ,87.7, ,46, ,64.2, ,4.6, ,311, ,60.5, 
194,Oakdale,San Joaquin Valley,5/8/2020,1500,129,0.03, ,0.00, ,1595, ,20.4, ,88.5, ,44, ,64.0, ,5.0, ,315, ,60.6, 
194,Oakdale,San Joaquin Valley,5/8/2020,1600,129,0.02, ,0.00, ,1220, ,21.9, ,89.3, ,47, ,66.1, ,4.1, ,308, ,60.7, 
194,Oakdale,San Joaquin Valley,5/8/2020,1700,129,0.01, ,0.00, ,711, ,22.3, ,86.3, ,52, ,66.6, ,4.0, ,301, ,60.8, 
194,Oakdale,San Joaquin Valley,5/8/2020,1800,129,0.00, ,0.00, ,290, ,23.4, ,81.9, ,63, ,68.1, ,2.9, ,293, ,61.0, 
194,Oakdale,San Joaquin Valley,5/8/2020,1900,129,0.00, ,0.00, ,109, ,22.2, ,79.5, ,65, ,66.5, ,2.7, ,308, ,61.1, 
194,Oakdale,San Joaquin Valley,5/8/2020,2000,129,0.00, ,0.00, ,1, ,18.5, ,74.7, ,63, ,61.3, ,2.1, ,328, ,61.3, 
194,Oakdale,San Joaquin Valley,5/9/2020,0500,130,0.00, ,0.00, ,0, ,15.2, ,55.8, ,100, ,55.8, ,1.9, ,180, ,61.5, 
194,Oakdale,San Joaquin Valley,5/9/2020,0600,130,0.00, ,0.00, ,106, ,15.0, ,55.3, ,100, ,55.3, ,1.8, ,213, ,61.4, 
194,Oakdale,San Joaquin Valley,5/9/2020,0700,130,0.01,Y,0.00, ,469, ,22.1, ,68.8,Y,92,Y,66.4,Y,1.1, ,81, ,61.4, 
194,Oakdale,San Joaquin Valley,5/9/2020,0800,130,0.01,Y,0.00, ,887, ,23.8, ,76.8,Y,76,Y,68.6,Y,2.6, ,332, ,61.3, 
194,Oakdale,San Joaquin Valley,5/9/2020,0900,130,0.02, ,0.00, ,1288, ,18.3, ,75.3, ,61, ,60.9, ,4.4, ,349, ,61.2, 
194,Oakdale,San Joaquin Valley,5/9/2020,1000,130,0.02, ,0.00, ,1622, ,18.0, ,78.9, ,53, ,60.4, ,3.4, ,360, ,61.1, 
194,Oakdale,San Joaquin Valley,5/9/2020,1100,130,0.03, ,0.00, ,1875, ,19.7, ,82.4, ,52, ,63.0, ,4.5, ,309, ,61.1, 
194,Oakdale,San Joaquin Valley,5/9/2020,1200,130,0.03, ,0.00, ,2018, ,17.8, ,83.7, ,45, ,60.2, ,5.0, ,318, ,61.1, 
194,Oakdale,San Joaquin Valley,5/9/2020,1300,130,0.03, ,0.00, ,1980, ,19.3, ,85.5, ,46, ,62.5, ,4.9, ,318, ,61.1, 
194,Oakdale,San Joaquin Valley,5/9/2020,1400,130,0.03, ,0.00, ,1869, ,18.9, ,87.4, ,43, ,61.9, ,5.2, ,316, ,61.1, 
194,Oakdale,San Joaquin Valley,5/9/2020,1500,130,0.02, ,0.00, ,1631, ,18.7, ,88.5, ,41, ,61.5, ,4.7, ,318, ,61.2, 
194,Oakdale,San Joaquin Valley,5/9/2020,1600,130,0.02, ,0.00, ,1280, ,19.0, ,88.1, ,42, ,62.1, ,5.1, ,326, ,61.3, 
194,Oakdale,San Joaquin Valley,5/9/2020,1700,130,0.01, ,0.00, ,866, ,16.5, ,85.7, ,39, ,58.1, ,5.8, ,325, ,61.4, 
194,Oakdale,San Joaquin Valley,5/9/2020,1800,130,0.01, ,0.00, ,441, ,18.2, ,81.7, ,49, ,60.8, ,4.5, ,320, ,61.6, 
194,Oakdale,San Joaquin Valley,5/9/2020,1900,130,0.00, ,0.00, ,113, ,16.2, ,77.5, ,50, ,57.5, ,4.9, ,306, ,61.7, 
194,Oakdale,San Joaquin Valley,5/9/2020,2000,130,0.00, ,0.00, ,1, ,16.1, ,73.2, ,58, ,57.4, ,3.3, ,322, ,61.8, 
194,Oakdale,San Joaquin Valley,5/10/2020,0500,131,0.00, ,0.00, ,1, ,17.5, ,59.6, ,100, ,59.6, ,6.3, ,343, ,62.0, 
194,Oakdale,San Joaquin Valley,5/10/2020,0600,131,0.00, ,0.00, ,152, ,17.5, ,59.7, ,100, ,59.7, ,5.5, ,345, ,61.9, 
194,Oakdale,San Joaquin Valley,5/10/2020,0700,131,0.00, ,0.00, ,474, ,18.6, ,61.7, ,99, ,61.4, ,6.3, ,358, ,61.9, 
194,Oakdale,San Joaquin Valley,5/10/2020,0800,131,0.01, ,0.00, ,890, ,21.9, ,68.4, ,92, ,66.1, ,4.9, ,358, ,61.8, 
194,Oakdale,San Joaquin Valley,5/10/2020,0900,131,0.02, ,0.00, ,1170, ,20.5, ,71.0, ,79, ,64.1, ,5.0, ,331, ,61.7, 
194,Oakdale,San Joaquin Valley,5/10/2020,1000,131,0.02, ,0.00, ,1574, ,23.3, ,75.2, ,78, ,67.9, ,5.4, ,315, ,61.7, 
194,Oakdale,San Joaquin Valley,5/10/2020,1100,131,0.03, ,0.00, ,1877, ,22.1, ,77.6, ,68, ,66.4, ,6.1, ,316, ,61.6, 
194,Oakdale,San Joaquin Valley,5/10/2020,1200,131,0.03, ,0.00, ,1904, ,20.0, ,78.1, ,61, ,63.5, ,5.5, ,308, ,61.6, 
194,Oakdale,San Joaquin Valley,5/10/2020,1300,131,0.03, ,0.00, ,1807, ,18.8, ,79.3, ,55, ,61.8, ,6.1, ,303, ,61.6, 
194,Oakdale,San Joaquin Valley,5/10/2020,1400,131,0.03, ,0.00, ,1766, ,17.5, ,79.8, ,50, ,59.6, ,5.8, ,308, ,61.7, 
194,Oakdale,San Joaquin Valley,5/10/2020,1500,131,0.02, ,0.00, ,1636, ,18.2, ,80.5, ,51, ,60.9, ,6.5, ,305, ,61.8, 
194,Oakdale,San Joaquin Valley,5/10/2020,1600,131,0.02, ,0.00, ,1286, ,17.7, ,80.1, ,51, ,60.1, ,6.3, ,315, ,61.8, 
194,Oakdale,San Joaquin Valley,5/10/2020,1700,131,0.01, ,0.00, ,869, ,17.1, ,79.0, ,51, ,59.0, ,5.9, ,316, ,62.0, 
194,Oakdale,San Joaquin Valley,5/10/2020,1800,131,0.01, ,0.00, ,428, ,11.1, ,74.2, ,39, ,47.4, ,8.2, ,303, ,62.1, 
194,Oakdale,San Joaquin Valley,5/10/2020,1900,131,0.00, ,0.00, ,71, ,10.2, ,70.1, ,40, ,44.9, ,6.3, ,305, ,62.2, 
194,Oakdale,San Joaquin Valley,5/10/2020,2000,131,0.00, ,0.00, ,0, ,12.6, ,65.9, ,58, ,50.7, ,5.0, ,345, ,62.3, 
194,Oakdale,San Joaquin Valley,5/11/2020,0500,132,0.00, ,0.00, ,0, ,13.9, ,53.3, ,100, ,53.3, ,3.9, ,347, ,62.1, 
